Symbol,Date,Open,High,Low,Close,Volume
AEDAUD,23-Nov-16,0.3674,0.3686,0.367,0.3686,0
AEDCAD,23-Nov-16,0.3656,0.3672,0.3656,0.3672,0
AEDCHF,23-Nov-16,0.2751,0.2768,0.2751,0.2768,0
AEDDKK,23-Nov-16,1.9037,1.9185,1.9037,1.9185,0
AEDEUR,23-Nov-16,0.2559,0.2579,0.2559,0.2579,0
AEDGBP,23-Nov-16,0.2191,0.2193,0.2188,0.2188,0
AEDINR,23-Nov-16,18.616,18.726,18.616,18.726,0
AEDJPY,23-Nov-16,30.216,30.633,30.216,30.63,0
AEDNOK,23-Nov-16,2.3173,2.3445,2.3172,2.3445,0
AEDNZD,23-Nov-16,0.3851,0.3884,0.3851,0.3884,0
AEDPKR,23-Nov-16,28.519,28.519,28.515,28.515,0
AEDSAR,23-Nov-16,1.0205,1.0208,1.0204,1.0207,0
AEDSEK,23-Nov-16,2.5063,2.5257,2.5063,2.5257,0
AEDUSD,23-Nov-16,0.2722,0.2722,0.2722,0.2722,0
AEDZAR,23-Nov-16,3.8222,3.8899,3.8141,3.8445,0
ALLGBP,23-Nov-16,0.0062,0.0062,0.0061,0.0061,0
ARSAUD,23-Nov-16,0.0874,0.0875,0.087,0.0872,0
ARSBRL,23-Nov-16,0.218,0.2208,0.2172,0.2208,0
ARSCAD,23-Nov-16,0.087,0.0872,0.0866,0.0868,0
ARSCHF,23-Nov-16,0.0655,0.0656,0.0653,0.0654,0
ARSEUR,23-Nov-16,0.0609,0.0612,0.0609,0.061,0
ARSGBP,23-Nov-16,0.0521,0.0523,0.0516,0.0517,0
ARSHKD,23-Nov-16,0.5023,0.5023,0.4983,0.4988,0
ARSHUF,23-Nov-16,18.787,18.959,18.784,18.926,0
ARSJPY,23-Nov-16,7.19,7.265,7.187,7.244,0
ARSMXN,23-Nov-16,1.3349,1.3386,1.3268,1.3283,0
ARSSGD,23-Nov-16,0.0922,0.0925,0.0921,0.0921,0
ARSUSD,23-Nov-16,0.0648,0.0648,0.0643,0.0643,0
ARSZAR,23-Nov-16,0.9119,0.9203,0.909,0.9096,0
AUDAED,23-Nov-16,2.72,2.72,2.72,2.72,0
AUDARS,23-Nov-16,11.432,11.4837,11.4235,11.4669,0
AUDBRL,23-Nov-16,2.4892,2.5238,2.4888,2.5238,0
AUDCAD,23-Nov-16,0.995,0.9999,0.9943,0.9958,0
AUDCHF,23-Nov-16,0.7489,0.7532,0.7479,0.7505,0
AUDCNH,23-Nov-16,5.1174,5.1507,5.1139,5.1262,0
AUDCNY,23-Nov-16,5.0977,5.1223,5.0772,5.098,0
AUDCZK,23-Nov-16,18.824,18.979,18.81,18.901,0
AUDDKK,23-Nov-16,5.1826,5.2236,5.1778,5.2027,0
AUDEUR,23-Nov-16,0.6965,0.7021,0.696,0.6994,0
AUDFJD,23-Nov-16,1.5479,1.5479,1.5361,1.5397,0
AUDGBP,23-Nov-16,0.5961,0.6004,0.5926,0.5933,0
AUDHKD,23-Nov-16,5.7452,5.773,5.716,5.7202,0
AUDHUF,23-Nov-16,214.91,217.48,214.79,216.98,0
AUDIDR,23-Nov-16,9796.7,9952.7,9791.6,9858.6,0
AUDILS,23-Nov-16,2.8637,2.8736,2.859,2.8593,0
AUDINR,23-Nov-16,50.619,50.914,50.574,50.704,0
AUDJPY,23-Nov-16,82.208,83.474,82.208,83.023,0
AUDKRW,23-Nov-16,864.98,873.68,864.98,871.04,0
AUDMXN,23-Nov-16,15.2593,15.3237,15.2241,15.2316,0
AUDMYR,23-Nov-16,3.2725,3.2822,3.244,3.244,0
AUDNOK,23-Nov-16,6.3069,6.3707,6.2995,6.358,0
AUDNZD,23-Nov-16,1.0479,1.0561,1.047,1.0538,0
AUDPHP,23-Nov-16,36.822,36.944,36.755,36.755,0
AUDPKR,23-Nov-16,77.527,77.527,77.478,77.478,0
AUDPLN,23-Nov-16,3.0743,3.1069,3.0727,3.097,0
AUDSEK,23-Nov-16,6.8224,6.8674,6.8167,6.8459,0
AUDSGD,23-Nov-16,1.0542,1.0611,1.0537,1.0563,0
AUDTHB,23-Nov-16,26.27,26.391,26.24,26.302,0
AUDTRY,23-Nov-16,2.5036,2.523,2.5014,2.5053,0
AUDTWD,23-Nov-16,22.887,23.029,22.887,23.029,0
AUDUSD,23-Nov-16,0.7408,0.7444,0.737,0.7376,0
AUDZAR,23-Nov-16,10.424,10.5513,10.3932,10.4102,0
AWGUSD,23-Nov-16,0.5525,0.5525,0.5525,0.5525,0
BDTGBP,23-Nov-16,0.0099,0.0099,0.0099,0.0099,0
BDTJPY,23-Nov-16,1.3722,1.3786,1.3722,1.3786,0
BGNCNY,23-Nov-16,3.7405,3.7453,3.7219,3.725,0
BGNDKK,23-Nov-16,3.7893,3.7894,3.7875,3.7888,0
BGNPLN,23-Nov-16,2.2573,2.2686,2.2528,2.2659,0
BGNUSD,23-Nov-16,0.5412,0.5416,0.5375,0.5375,0
BHDEUR,23-Nov-16,2.4786,2.4947,2.4759,2.4947,0
BHDPKR,23-Nov-16,277.83,277.83,277.79,277.79,0
BHDUSD,23-Nov-16,2.6328,2.6339,2.6322,2.6325,0
BNDGBP,23-Nov-16,0.5558,0.5558,0.5508,0.5508,0
BRLARS,23-Nov-16,4.5859,4.5984,4.5268,4.5283,0
BRLAUD,23-Nov-16,0.4009,0.4012,0.3943,0.3947,0
BRLCAD,23-Nov-16,0.3987,0.4001,0.3939,0.3939,0
BRLCHF,23-Nov-16,0.3002,0.3016,0.2961,0.2963,0
BRLEUR,23-Nov-16,0.2793,0.2809,0.276,0.2761,0
BRLHKD,23-Nov-16,2.3023,2.3085,2.2627,2.2627,0
BRLJPY,23-Nov-16,32.973,33.234,32.756,32.787,0
BRLKRW,23-Nov-16,347.07,350.66,343.971,343.971,0
BRLMXN,23-Nov-16,6.1222,6.1434,6.0142,6.0161,0
BRLRUB,23-Nov-16,18.93,19.161,18.778,18.778,0
BRLSEK,23-Nov-16,2.7345,2.7435,2.7089,2.7089,0
BRLSGD,23-Nov-16,0.4225,0.4244,0.418,0.418,0
BRLUSD,23-Nov-16,0.297,0.2978,0.2913,0.2913,0
BRLZAR,23-Nov-16,4.1788,4.1958,4.1281,4.1281,0
BWPCHF,23-Nov-16,0.092,0.0921,0.092,0.0921,0
BWPEUR,23-Nov-16,0.0856,0.0858,0.0856,0.0858,0
BWPGBP,23-Nov-16,0.0733,0.0734,0.0728,0.0729,0
BWPUSD,23-Nov-16,0.091,0.091,0.0906,0.0906,0
BWPZAR,23-Nov-16,1.299,1.3121,1.2912,1.296,0
CADAED,23-Nov-16,2.7343,2.7355,2.7172,2.7198,0
CADARS,23-Nov-16,11.486,11.528,11.4644,11.5114,0
CADAUD,23-Nov-16,1.0049,1.0055,0.9999,1.0043,0
CADBRL,23-Nov-16,2.5024,2.5332,2.4923,2.5332,0
CADCHF,23-Nov-16,0.7525,0.7551,0.7503,0.7534,0
CADCNH,23-Nov-16,5.138,5.138,5.138,5.138,0
CADCNY,23-Nov-16,5.1227,5.1286,5.103,5.1178,0
CADEUR,23-Nov-16,0.6999,0.7045,0.6989,0.7022,0
CADGBP,23-Nov-16,0.5992,0.6012,0.5949,0.5957,0
CADHKD,23-Nov-16,5.773,5.7756,5.7369,5.7429,0
CADIDR,23-Nov-16,9844.9,9977.4,9835.1,9898.3,0
CADILS,23-Nov-16,2.8775,2.8779,2.8673,2.8705,0
CADINR,23-Nov-16,50.868,51.065,50.84,50.904,0
CADISK,23-Nov-16,84.29,84.29,83.96,84.2625,0
CADJPY,23-Nov-16,82.615,83.741,82.52,83.366,0
CADKRW,23-Nov-16,869.11,877.01,869.11,874.32,0
CADKWD,23-Nov-16,0.2266,0.2266,0.2255,0.2255,0
CADMXN,23-Nov-16,15.335,15.388,15.268,15.292,0
CADMYR,23-Nov-16,3.2882,3.2955,3.257,3.257,0
CADNOK,23-Nov-16,6.338,6.393,6.3152,6.3845,0
CADNZD,23-Nov-16,1.0527,1.0595,1.0518,1.058,0
CADPKR,23-Nov-16,77.869,77.869,77.789,77.789,0
CADPLN,23-Nov-16,3.0902,3.1197,3.0829,3.1111,0
CADRUB,23-Nov-16,47.449,47.948,47.423,47.64,0
CADSEK,23-Nov-16,6.8557,6.8902,6.8435,6.8752,0
CADSGD,23-Nov-16,1.0595,1.0647,1.0592,1.0608,0
CADTHB,23-Nov-16,26.399,26.466,26.366,26.408,0
CADTRY,23-Nov-16,2.5159,2.5298,2.5071,2.5139,0
CADTWD,23-Nov-16,23.001,23.109,23.001,23.109,0
CADUAH,23-Nov-16,19.634,19.634,19.634,19.634,0
CADUSD,23-Nov-16,0.7442,0.7447,0.7398,0.7405,0
CADZAR,23-Nov-16,10.475,10.5859,10.4228,10.4442,0
CDFUSD,23-Nov-16,0.001,0.001,0.001,0.001,0
CHFAED,23-Nov-16,3.6325,3.6325,3.6112,3.6113,0
CHFARS,23-Nov-16,15.263,15.2918,15.2445,15.2734,0
CHFAUD,23-Nov-16,1.335,1.3363,1.327,1.3325,0
CHFBGN,23-Nov-16,1.7914,1.7914,1.7914,1.7914,0
CHFBRL,23-Nov-16,3.3255,3.3592,3.3147,3.3592,0
CHFBWP,23-Nov-16,10.569,10.569,10.558,10.558,0
CHFCAD,23-Nov-16,1.3286,1.3324,1.3244,1.3268,0
CHFCNH,23-Nov-16,6.832,6.833,6.832,6.833,0
CHFCNY,23-Nov-16,6.8066,6.8231,6.7791,6.7902,0
CHFCZK,23-Nov-16,25.137,25.22,25.132,25.188,0
CHFDKK,23-Nov-16,6.9216,6.9429,6.8994,6.9337,0
CHFEUR,23-Nov-16,0.9304,0.9334,0.9298,0.9321,0
CHFGBP,23-Nov-16,0.7962,0.7998,0.7892,0.7904,0
CHFHKD,23-Nov-16,7.6709,7.6847,7.6177,7.6224,0
CHFHUF,23-Nov-16,287.04,289.465,287.007,289.223,0
CHFIDR,23-Nov-16,13081,13234.5,13080.8,13133.8,0
CHFILS,23-Nov-16,3.824,3.8267,3.808,3.809,0
CHFINR,23-Nov-16,67.589,67.926,67.518,67.547,0
CHFISK,23-Nov-16,111.6,111.79,110.85,110.88,0
CHFJPY,23-Nov-16,109.81,111.009,109.655,110.631,0
CHFKRW,23-Nov-16,1154.9,1163.45,1154.9,1160.13,0
CHFLVL,23-Nov-16,0.5671,0.5671,0.5671,0.5671,0
CHFMXN,23-Nov-16,20.379,20.463,20.262,20.296,0
CHFMYR,23-Nov-16,4.3699,4.3719,4.3217,4.3218,0
CHFNOK,23-Nov-16,8.4256,8.4799,8.3818,8.4736,0
CHFNZD,23-Nov-16,1.3989,1.4047,1.3982,1.4039,0
CHFPKR,23-Nov-16,103.66,103.889,102.983,103.79,0
CHFPLN,23-Nov-16,4.1062,4.1352,4.0959,4.1289,0
CHFRON,23-Nov-16,4.1978,4.2063,4.1921,4.1982,0
CHFRUB,23-Nov-16,63.046,63.899,63.021,63.218,0
CHFSEK,23-Nov-16,9.1097,9.1343,9.096,9.1232,0
CHFSGD,23-Nov-16,1.4078,1.4142,1.4061,1.4077,0
CHFSZL,23-Nov-16,13.745,13.745,13.729,13.729,0
CHFTHB,23-Nov-16,35.075,35.158,35.032,35.044,0
CHFTRY,23-Nov-16,3.3437,3.3642,3.3335,3.3392,0
CHFTWD,23-Nov-16,30.575,30.656,30.575,30.656,0
CHFUSD,23-Nov-16,0.9892,0.9907,0.9821,0.9827,0
CHFUZS,23-Nov-16,3122.5,3132.3,3122.2,3128.1,0
CHFZAR,23-Nov-16,13.919,14.0608,13.8537,13.8629,0
CLPEUR,23-Nov-16,0.0014,0.0014,0.0014,0.0014,0
CLPGBP,23-Nov-16,0.0012,0.0012,0.0012,0.0012,0
CLPUSD,23-Nov-16,0.0015,0.0015,0.0015,0.0015,0
CNHHKD,23-Nov-16,1.122,1.122,1.1148,1.1154,0
CNHIDR,23-Nov-16,1930,1932,1930,1932,0
CNHINR,23-Nov-16,9.905,9.905,9.902,9.902,0
CNHJPY,23-Nov-16,16.0605,16.2262,16.0073,16.1961,0
CNHKRW,23-Nov-16,169.8,170,169.8,170,0
CNHPHP,23-Nov-16,7.2045,7.2045,7.2039,7.2039,0
CNHTHB,23-Nov-16,5.14,5.141,5.14,5.141,0
CNHTWD,23-Nov-16,4.606,4.607,4.606,4.607,0
CNYAUD,23-Nov-16,0.1959,0.1962,0.195,0.1954,0
CNYBGN,23-Nov-16,0.2666,0.268,0.266,0.2677,0
CNYCAD,23-Nov-16,0.1949,0.1951,0.1947,0.1947,0
CNYCHF,23-Nov-16,0.1467,0.1469,0.1465,0.1468,0
CNYDKK,23-Nov-16,1.0142,1.0192,1.0118,1.0181,0
CNYEUR,23-Nov-16,0.1363,0.137,0.136,0.1369,0
CNYGBP,23-Nov-16,0.1168,0.117,0.1161,0.1161,0
CNYHKD,23-Nov-16,1.1255,1.1274,1.1178,1.1206,0
CNYJPY,23-Nov-16,16.088,16.277,16.057,16.255,0
CNYKRW,23-Nov-16,169.43,170.93,169.43,170.57,0
CNYMYR,23-Nov-16,0.5718,0.5718,0.5718,0.5718,0
CNYNZD,23-Nov-16,0.2053,0.2059,0.2051,0.2059,0
CNYPLN,23-Nov-16,0.6027,0.6074,0.6013,0.6074,0
CNYUSD,23-Nov-16,0.1451,0.1454,0.1441,0.1445,0
CNYZAR,23-Nov-16,2.0377,2.0656,2.031,2.0402,0
COPDKK,23-Nov-16,0.0022,0.0022,0.0022,0.0022,0
COPPLN,23-Nov-16,0.0013,0.0013,0.0013,0.0013,0
CRCGBP,23-Nov-16,0.0015,0.0015,0.0014,0.0014,0
CYPZAR,23-Nov-16,25.53,25.757,25.407,25.444,0
CZKCHF,23-Nov-16,0.0397,0.0398,0.0396,0.0397,0
CZKDKK,23-Nov-16,0.2752,0.2752,0.2751,0.2752,0
CZKEUR,23-Nov-16,0.037,0.037,0.037,0.037,0
CZKJPY,23-Nov-16,4.365,4.4005,4.349,4.3896,0
CZKMXN,23-Nov-16,0.8105,0.8111,0.8054,0.8056,0
CZKNOK,23-Nov-16,0.3355,0.3355,0.3355,0.3355,0
CZKPLN,23-Nov-16,0.1633,0.1641,0.1628,0.1639,0
CZKSEK,23-Nov-16,0.3623,0.3626,0.3614,0.3621,0
CZKUSD,23-Nov-16,0.0393,0.0394,0.0389,0.039,0
DJFGBP,23-Nov-16,0.0044,0.0044,0.0044,0.0044,0
DKKAED,23-Nov-16,0.5246,0.5246,0.5206,0.5206,0
DKKAUD,23-Nov-16,0.1929,0.193,0.1914,0.1922,0
DKKBGN,23-Nov-16,0.2619,0.2619,0.2618,0.2619,0
DKKCAD,23-Nov-16,0.192,0.1923,0.1907,0.1913,0
DKKCHF,23-Nov-16,14.397,14.423,14.35,14.37,0
DKKCNY,23-Nov-16,0.9834,0.9842,0.9788,0.9794,0
DKKCOP,23-Nov-16,443.03,443.35,443.03,443.35,0
DKKCZK,23-Nov-16,3.628,3.628,3.625,3.628,0
DKKEUR,23-Nov-16,0.1344,0.1344,0.1344,0.1344,0
DKKGBP,23-Nov-16,0.115,0.1155,0.1138,0.114,0
DKKHKD,23-Nov-16,1.1083,1.1092,1.0974,1.0986,0
DKKHUF,23-Nov-16,41.468,41.722,41.444,41.7,0
DKKINR,23-Nov-16,9.7653,9.8074,9.7449,9.7555,0
DKKISK,23-Nov-16,16.136,16.136,16.123,16.134,0
DKKJPY,23-Nov-16,15.8609,15.9917,15.8254,15.9735,0
DKKLVL,23-Nov-16,0.0941,0.0941,0.0941,0.0941,0
DKKMXN,23-Nov-16,2.9441,2.9481,2.9265,2.9265,0
DKKMYR,23-Nov-16,0.6313,0.6313,0.6233,0.6233,0
DKKNOK,23-Nov-16,1.217,1.222,1.2154,1.2218,0
DKKNZD,23-Nov-16,0.202,0.2025,0.2019,0.2025,0
DKKPHP,23-Nov-16,7.1057,7.1066,7.0623,7.0623,0
DKKPKR,23-Nov-16,14.977,14.999,14.836,14.846,0
DKKPLN,23-Nov-16,0.5932,0.5964,0.592,0.5956,0
DKKSEK,23-Nov-16,1.3163,1.3176,1.313,1.3156,0
DKKSGD,23-Nov-16,0.2032,0.2036,0.2028,0.2028,0
DKKTHB,23-Nov-16,5.0719,5.085,5.0521,5.0568,0
DKKTRY,23-Nov-16,0.4831,0.4853,0.481,0.4813,0
DKKTWD,23-Nov-16,4.4161,4.4223,4.4161,4.4223,0
DKKUAH,23-Nov-16,3.6212,3.6212,3.6179,3.6179,0
DKKUSD,23-Nov-16,0.1429,0.143,0.1415,0.1417,0
DKKZAR,23-Nov-16,2.007,2.024,1.9973,1.9973,0
DZDEUR,23-Nov-16,0.0085,0.0085,0.0085,0.0085,0
DZDUSD,23-Nov-16,0.009,0.009,0.009,0.009,0
EGPEUR,23-Nov-16,0.0532,0.0543,0.0532,0.0542,0
EGPJPY,23-Nov-16,6.28,6.432,6.28,6.43,0
EGPPKR,23-Nov-16,5.934,5.951,5.934,5.951,0
EGPUSD,23-Nov-16,0.0566,0.0573,0.0566,0.0571,0
ETBGBP,23-Nov-16,0.0357,0.0357,0.0354,0.0354,0
EURAED,23-Nov-16,3.903,3.903,3.868,3.872,0
EURAFN,23-Nov-16,69.91,69.91,69.88,69.88,0
EURALL,23-Nov-16,133.35,133.42,133.35,133.42,0
EURAMD,23-Nov-16,479.2,479.2,478.82,478.82,0
EURARS,23-Nov-16,16.4057,16.4235,16.3161,16.3836,0
EURAUD,23-Nov-16,1.4352,1.4365,1.4234,1.4295,0
EURBAM,23-Nov-16,1.9458,1.9458,1.9458,1.9458,0
EURBBD,23-Nov-16,2.0814,2.0814,2.0798,2.0798,0
EURBDT,23-Nov-16,82.447,82.469,82.447,82.469,0
EURBGN,23-Nov-16,1.9484,1.9486,1.9478,1.9482,0
EURBHD,23-Nov-16,0.3979,0.3979,0.3947,0.3947,0
EURBIF,23-Nov-16,1754.19,1754.19,1748.11,1748.11,0
EURBND,23-Nov-16,1.489,1.4913,1.489,1.4913,0
EURBOB,23-Nov-16,7.167,7.167,7.1615,7.1615,0
EURBRL,23-Nov-16,3.5741,3.6051,3.5595,3.6051,0
EURBSD,23-Nov-16,1.0561,1.0561,1.0553,1.0553,0
EURBWP,23-Nov-16,11.3574,11.3574,11.3301,11.3301,0
EURBYR,23-Nov-16,16849,16849,16849,16849,0
EURBZD,23-Nov-16,2.0867,2.0867,2.0851,2.0851,0
EURCAD,23-Nov-16,1.4281,1.4305,1.4186,1.4234,0
EURCHF,23-Nov-16,1.0746,1.0752,1.0711,1.0729,0
EURCLP,23-Nov-16,700.21,707.17,700.21,707.17,0
EURCNH,23-Nov-16,7.3457,7.3722,7.3171,7.3251,0
EURCNY,23-Nov-16,7.3161,7.3179,7.2776,7.2915,0
EURCOP,23-Nov-16,3296,3298,3296,3298,0
EURCRC,23-Nov-16,572.28,574.13,572.28,574.13,0
EURCUP,23-Nov-16,1.033,1.033,1.032,1.032,0
EURCVE,23-Nov-16,110.27,110.27,110.27,110.27,0
EURCZK,23-Nov-16,27.0234,27.0327,26.991,27.0256,0
EURDJF,23-Nov-16,185.47,185.47,185.33,185.33,0
EURDKK,23-Nov-16,7.4398,7.441,7.4358,7.4386,0
EURDOP,23-Nov-16,48.526,48.526,48.51,48.51,0
EURDZD,23-Nov-16,117.258,117.258,116.698,116.746,0
EUREGP,23-Nov-16,18.742,18.742,18.37,18.41,0
EURETB,23-Nov-16,23.4774,23.4774,23.4597,23.4597,0
EURFJD,23-Nov-16,2.2216,2.2216,2.1841,2.2005,0
EURGBP,23-Nov-16,0.8558,0.8594,0.8465,0.8482,0
EURGHS,23-Nov-16,4.2113,4.3304,4.2113,4.3304,0
EURGNF,23-Nov-16,9695.4,9695.4,9688.1,9688.1,0
EURGTQ,23-Nov-16,7.781,7.781,7.774,7.774,0
EURHKD,23-Nov-16,8.2463,8.2542,8.1643,8.1739,0
EURHNL,23-Nov-16,24.046,24.046,24.038,24.038,0
EURHRK,23-Nov-16,7.527,7.5272,7.5241,7.5261,0
EURHTG,23-Nov-16,67.48,67.48,67.43,67.43,0
EURHUF,23-Nov-16,308.468,310.462,308.412,310.361,0
EURIDR,23-Nov-16,14060.12,14091.92,14060.12,14091.92,0
EURILS,23-Nov-16,4.1004,4.1111,4.0574,4.0677,0
EURINR,23-Nov-16,72.648,72.8935,72.446,72.446,0
EURIQD,23-Nov-16,1198.89,1207.53,1198.89,1207.53,0
EURISK,23-Nov-16,120.06,120.06,119.96,120.051,0
EURJMD,23-Nov-16,135.547,135.547,135.444,135.444,0
EURJOD,23-Nov-16,0.7458,0.7458,0.7398,0.7398,0
EURJPY,23-Nov-16,117.999,118.985,117.711,118.838,0
EURKES,23-Nov-16,106.35,106.35,105.51,105.51,0
EURKHR,23-Nov-16,4210.7,4210.7,4207.5,4207.5,0
EURKRW,23-Nov-16,1241.4,1249.2,1241.4,1244.8,0
EURKWD,23-Nov-16,0.3232,0.3232,0.3211,0.3212,0
EURKYD,23-Nov-16,0.8659,0.8659,0.8653,0.8653,0
EURKZT,23-Nov-16,353.16,353.74,353.16,353.74,0
EURLAK,23-Nov-16,8438.3,8442.5,8438.3,8442.5,0
EURLBP,23-Nov-16,1563.3,1565.6,1562,1562,0
EURLKR,23-Nov-16,154.36,154.36,154.03,154.03,0
EURLSL,23-Nov-16,14.7064,14.7843,14.7064,14.7843,0
EURLTL,23-Nov-16,3.4528,3.4528,3.4528,3.4528,0
EURLVL,23-Nov-16,0.7016,0.7016,0.7016,0.7016,0
EURLYD,23-Nov-16,1.4883,1.4883,1.4843,1.4843,0
EURMAD,23-Nov-16,10.392,10.404,10.361,10.369,0
EURMDL,23-Nov-16,21.2,21.206,21.2,21.206,0
EURMKD,23-Nov-16,61.133,61.133,61.062,61.073,0
EURMMK,23-Nov-16,1370.071,1373.81,1370.071,1373.81,0
EURMOP,23-Nov-16,8.2912,8.2912,8.286,8.286,0
EURMRO,23-Nov-16,374.19,374.19,373.91,373.91,0
EURMUR,23-Nov-16,36.78,36.78,36.26,36.26,0
EURMVR,23-Nov-16,16.114,16.114,16.0808,16.0808,0
EURMWK,23-Nov-16,763.149,763.149,762.24,762.24,0
EURMXN,23-Nov-16,21.907,21.968,21.728,21.771,0
EURMYR,23-Nov-16,4.6198,4.6391,4.6198,4.6391,0
EURNAD,23-Nov-16,14.7064,14.7843,14.7064,14.7843,0
EURNGN,23-Nov-16,332.1,332.1,331.9,331.9,0
EURNIO,23-Nov-16,30.54,30.54,30.52,30.52,0
EURNOK,23-Nov-16,9.0527,9.0981,9.0465,9.0896,0
EURNPR,23-Nov-16,114.336,114.991,114.336,114.991,0
EURNZD,23-Nov-16,1.504,1.5075,1.5013,1.5074,0
EUROMR,23-Nov-16,0.4079,0.4079,0.4042,0.4045,0
EURPAB,23-Nov-16,1.0381,1.0381,1.0373,1.0373,0
EURPEN,23-Nov-16,3.5546,3.5546,3.5502,3.5502,0
EURPGK,23-Nov-16,3.2913,3.2913,3.2888,3.2888,0
EURPHP,23-Nov-16,52.866,52.874,52.539,52.539,0
EURPKR,23-Nov-16,111.33,111.33,109.751,109.751,0
EURPLN,23-Nov-16,4.4132,4.4383,4.4024,4.4319,0
EURPYG,23-Nov-16,6038.7,6038.7,6032.6,6032.6,0
EURQAR,23-Nov-16,3.8678,3.8678,3.8373,3.8374,0
EURRON,23-Nov-16,4.5137,4.5153,4.5045,4.5108,0
EURRSD,23-Nov-16,123.436,123.436,123.122,123.211,0
EURRUB,23-Nov-16,67.4964,68.5076,67.3286,67.6548,0
EURRWF,23-Nov-16,848.01,868.38,848.01,868.38,0
EURSAR,23-Nov-16,3.9834,3.984,3.9473,3.9518,0
EURSCR,23-Nov-16,13.206,13.251,12.971,12.995,0
EURSEK,23-Nov-16,9.7931,9.8035,9.7679,9.7883,0
EURSGD,23-Nov-16,1.5132,1.5175,1.509,1.5104,0
EURSOS,23-Nov-16,572.9,572.9,572.4,572.4,0
EURSTD,23-Nov-16,24500,24500,24500,24500,0
EURSVC,23-Nov-16,9.06,9.06,9.06,9.06,0
EURSZL,23-Nov-16,14.7678,14.7678,14.7306,14.7306,0
EURTHB,23-Nov-16,37.7,37.817,37.576,37.61,0
EURTND,23-Nov-16,2.4285,2.4373,2.4247,2.4253,0
EURTRY,23-Nov-16,3.5937,3.612,3.5782,3.5811,0
EURTTD,23-Nov-16,6.9937,6.9937,6.9884,6.9884,0
