,stock_name,ticker
4,Cdn Banc Corp. Pr,TSE:BK.PR.A
5,Cdn Convert Plus Un,TSE:CCI.UN
6,Cdn Crude Oil Idx Un,TSE:CCX
7,Cdn Energy Serv&Tech,TSE:CEU
8,Canadian General Inv,TSE:CGI
9,Cdn General 3.75% Pr,TSE:CGI.PR.D
10,Cdn High Incm Eq Un,TSE:CIQ.UN
11,Cdn Imperial Bank,TSE:CM
12,Cdn Imp Bk Ser 39 Pr,TSE:CM.PR.O
13,Cdn Imp Bk Ser 41 Pr,TSE:CM.PR.P
14,Cdn Imp Bk Ser 43 Pr,TSE:CM.PR.Q
15,Cdn Life Co Split A,TSE:LFE
16,Cdn Life CoSplt Pr12,TSE:LFE.PR.B
17,,
1,Cdn Nat'l Railway,TSE:CNR
2,Cdn Natrl Gas Idx A,TSE:GAS
3,Canadian Natural Res,TSE:CNQ
4,Cdn Pacific Railway,TSE:CP
5,Cdn Preferred Shr Un,TSE:PFT.UN
6,Cdn Real Estate Un,TSE:REF.UN
7,Cdn Resources Tr Un,TSE:RTU.UN
8,Canadian Tire Corp,TSE:CTC
9,Canadian Tire A NV,TSE:CTC.A
10,Cdn Util & Tel FndUn,TSE:UTE.UN
11,Cdn Utilities A NV,TSE:CU
12,Cdn Util 2nd Pr Y,TSE:CU.PR.C
13,Cdn Util 2nd Pr AA,TSE:CU.PR.D
14,Cdn Util 2nd Pr BB,TSE:CU.PR.E
15,Cdn Util 2nd Pr CC,TSE:CU.PR.F
16,Cdn Util 2nd Pr DD,TSE:CU.PR.G
17,Cdn Util 2nd Pr EE,TSE:CU.PR.H
18,Cdn Util 2nd Pr FF,TSE:CU.PR.I
19,Cdn Utilities Cl B,TSE:CU.X
20,,
1,Cdn Wstrn Bank,TSE:CWB
2,Cdn Wstrn Bk Sr 5 Pr,TSE:CWB.PR.B
3,Cdn Wstrn Bk Sr 7 Pr,TSE:CWB.PR.C
4,Cdn World Fund Ltd,TSE:CWF
5,Cdn Zinc Corp. J,TSE:CZN
6,Canam Group Inc.,TSE:CAM
7,Canarc Resource J,TSE:CCM
8,Candente Copper J,TSE:DNT
9,Canexus Corp.,TSE:CUS
10,Canexus Corp. IV Deb,TSE:CUS.DB.B
11,Canexus Corp 6% V Db,TSE:CUS.DB.C
12,Canexus Corp VI Deb,TSE:CUS.DB.D
13,Canfor Corporation,TSE:CFP
14,Canfor Pulp Products,TSE:CFX
15,Canlan Ice Sports,TSE:ICE
16,,
1,Canoe EIT Income Un,TSE:EIT.UN
2,Canopy Grwth Corp J,TSE:CGC
3,Canso Credit A Un,TSE:PBY.UN
4,Canso Slct Oppor Un,TSE:SCW.UN
5,CanWel Building Grp,TSE:CWX
6,Canyon Services Grp,TSE:FRC
7,Capital Power Corp.,TSE:CPX
8,Capital Pwr Ser 1 Pr,TSE:CPX.PR.A
9,Capital Pwr Ser 3 Pr,TSE:CPX.PR.C
10,Capital Pwr Ser 5 Pr,TSE:CPX.PR.E
11,Capital Pwr Ser 7 Pr,TSE:CPX.PR.G
12,Capstone Infr Pr A,TSE:CSE.PR.A
13,Capstone Mining J,TSE:CS
14,Cara Operations Limited,TSE:CARA
15,,
1,Cardinal Energy J,TSE:CJ
2,Cardinal Engy Deb J,TSE:CJ.DB
3,Cardiome Pharma Corp,TSE:COM
4,Cargojet Inc.,TSE:CJT
5,Cargojet Inc. VV,TSE:CJT.A
6,Cargojet Inc 5.5% Db,TSE:CJT.DB.B
7,Cargojet Inc 4.65%Db,TSE:CJT.DB.C
8,Caribbean Ut Cl A US,TSE:CUP.U
9,Carmanah Tech Corp.,TSE:CMH
10,Cascades Inc.,TSE:CAS
11,Catalyst Paper Crp J,TSE:CYT
12,Cathedral Engy Serv,TSE:CET
13,CCL Industries Cl A,TSE:CCL.A
14,CCL Industries Cl B,TSE:CCL.B
15,Celestica Inc SV,TSE:CLS
16,,
1,Cenovus Energy Inc.,TSE:CVE
2,Centamin plc. Ord,TSE:CEE
3,Centerra Gold Inc.,TSE:CG
4,Central Fund Cl A NV,TSE:CEF.A
5,Central Fund A NV US,TSE:CEF.U
6,Centric Health J,TSE:CHH
7,Centric Health Notes,TSE:CHH.NT
8,Century Glbl Cmdty J,TSE:CNT
9,Cequence Energy Ltd.,TSE:CQE
10,Ceres Global Ag Corp,TSE:CRP
11,Cervus Equipment,TSE:CVL
12,Cervus Equipmnt 6%Db,TSE:CVL.DB
13,CGI Group Cl A SV,TSE:GIB.A
14,,
1,Chalice Gold Ord J,TSE:CXN
2,Champion Iron Ord J,TSE:CIA
3,Chartwell Retire Un,TSE:CSH.UN
4,Chemtrade Logist Deb,TSE:CHE.DB
5,Chemtrade Lgst5.75Db,TSE:CHE.DB.A
6,Chemtrade Lgst5.25Db,TSE:CHE.DB.B
7,Chemtrade Lgst 5% Db,TSE:CHE.DB.C
8,Chemtrade Logistc Un,TSE:CHE.UN
9,Chesswood Group Ltd.,TSE:CHW
10,Chesswood Grp 6.5 Db,TSE:CHW.DB
11,China Gld Intl Res J,TSE:CGG
12,Chinook Energy Inc.,TSE:CKE
13,Choice Ppty REIT Un,TSE:CHP.UN
14,Chorus Aviation V&VV,TSE:CHR
15,CI Financial Corp.,TSE:CIX
16,,
1,CIBT Education Grp J,TSE:MBA
2,Cineplex Inc.,TSE:CGX
3,Cineplex Inc 4.5% Db,TSE:CGX.DB.A
4,Cipher Pharma J,TSE:CPH
5,Citadel Incm Fund Un,TSE:CTF.UN
6,Clairvest Group Inc,TSE:CVG
7,Clarke Inc.,TSE:CKI
8,ClearStream Energy,TSE:CSM
9,Clearstream 10% Deb,TSE:CSM.DB.A
10,Clearwater Seafoods,TSE:CLR
11,CNOOC Limited ADRs,TSE:CNU
12,Co-operators Sr C Pr,TSE:CCS.PR.C
13,,
1,D-Box Tech Inc. A J,TSE:DBO
2,Dalradian Res Inc. J,TSE:DNA
3,Dalradian Res Wt A J,TSE:DNA.WT.A
4,Data Commun Mgt,TSE:DCM
5,Data Commun Mgt 6%Db,TSE:DCM.DB
6,DataWind Inc. J,TSE:DW
7,DDJ High Yld Fund Un,TSE:HYB.UN
8,Delphi Energy Corp.,TSE:DEE
9,Delphi Energy 10% Nt,TSE:DEE.NT
10,Delphi Energy Wt,TSE:DEE.WT
11,Denison Mines Corp,TSE:DML
12,Descartes Systems,TSE:DSG
13,Detour Gold Corp J,TSE:DGC
14,DH Corporation,TSE:DH
15,DH Corp. 6.0% Deb,TSE:DH.DB
16,DH Corp. 5% Deb,TSE:DH.DB.A
17,,
1,DHX Media Ltd. VV,TSE:DHX.A
2,DHX Media Ltd.,TSE:DHX.B
3,Difference Cap Fin J,TSE:DCF
4,Difference Cap 8%DbJ,TSE:DCF.DB
5,DIR Industrl Ppty Db,TSE:DIN.DB
6,DirectCash Payments,TSE:DCI
7,DIRTT Env Solution J,TSE:DRT
8,Discovery Air Cl A J,TSE:DA.A
9,Discovry Air 8.375Db,TSE:DA.DB.A
10,Divers Rylty Corp. J,TSE:DIV
11,Dividend 15 Splt A,TSE:DFN
12,Dividend 15 Splt Pr,TSE:DFN.PR.A
13,Dividend 15Split 2 A,TSE:DF
14,Dividend 15Splt 2 Pr,TSE:DF.PR.A
15,Div Growth Splt Cl A,TSE:DGS
16,Div Growth Split Pr,TSE:DGS.PR.A
17,,
1,Dividend Select 15Eq,TSE:DS
2,Dollarama Inc.,TSE:DOL
3,Dominion Citrus Income Fund,TSE:DOM
4,Dominion Diamond,TSE:DDC
5,Domtar Corporation,TSE:UFS
6,Dorel Ind Inc A MV,TSE:DII.A
7,Dorel Ind Inc B SV,TSE:DII.B
8,Dorel Ind 5.5% Db US,TSE:DII.DB.U
9,DoubleLine Incm A Un,TSE:DSL.UN
10,DragonWave Inc.,TSE:DWI
11,Dream Global REIT Un,TSE:DRG.UN
12,Dream Hrd AsetAlt Un,TSE:DRA.UN
13,,
1,Dream Indust 5.25 Db,TSE:DIR.DB
2,Dream Industrl REIT,TSE:DIR.UN
3,Dream Office REIT Un,TSE:D.UN
4,DREAM Unltd Cl A SV,TSE:DRM
5,DREAM Unltd 1st Pr,TSE:DRM.PR.A
6,Dundee Acquis A RV,TSE:DAQ.A
7,Dundee Acquis Wt,TSE:DAQ.WT
8,Dundee Corp. Cl A SV,TSE:DC.A
9,Dundee Corp. Pr 2,TSE:DC.PR.B
10,Dundee Corp 1st Pr 3,TSE:DC.PR.D
11,Dundee Corp Pr 5,TSE:DC.PR.E
12,Dundee Corp Wt,TSE:DC.WT
13,Dundee Energy Ltd. J,TSE:DEN
14,Dundee Precious Mtl,TSE:DPM
15,DXI Energy Inc J,TSE:DXI
16,Dynacor Gold Mines J,TSE:DNG
17,Dynasty Metals Inc J,TSE:DMM
18,,
1,E-L Financial Corp.,TSE:ELF
2,E-L Financial 1st Pr,TSE:ELF.PR.F
3,E-L Financl 4.75 Pr2,TSE:ELF.PR.G
4,E-L Financl 5.5 Pr 3,TSE:ELF.PR.H
5,Eagle Energy Inc. J,TSE:EGL
6,East Coast InvGrd Un,TSE:ECF.UN
7,Eastern Platinum J,TSE:ELR
8,Eastmain Resources J,TSE:ER
9,Echelon Fin Hldgs,TSE:EFH
10,Eclipse ResidntMtg A,TSE:ERM
11,ECN Capital Corp.,TSE:ECN
12,Eco Oro Minerals J,TSE:EOM
13,eCobalt Solutions J,TSE:ECS
14,,
1,Economic Investment,TSE:EVT
2,EcoSynthetix Inc. J,TSE:ECO
3,Eldorado Gold Corp.,TSE:ELD
4,Electrovaya Inc.,TSE:EFL
5,Element Fleet Mgt,TSE:EFN
6,Element Fleet5.125Db,TSE:EFN.DB
7,Element Fleet 4.25Db,TSE:EFN.DB.A
8,Element Fleet Pr A,TSE:EFN.PR.A
9,Element Fleet Pr C,TSE:EFN.PR.C
10,Element Fleet Pr E,TSE:EFN.PR.E
11,Element Fleet Pr G,TSE:EFN.PR.G
12,Emera Incorporated,TSE:EMA
13,Emera Inc. Ser A Pr,TSE:EMA.PR.A
14,Emera Inc. Ser B Pr,TSE:EMA.PR.B
15,Emera Inc. Ser C Pr,TSE:EMA.PR.C
16,Emera Inc. Ser E Pr,TSE:EMA.PR.E
17,Emera Inc. Ser F Pr,TSE:EMA.PR.F
18,Empire Co Cl A NV,TSE:EMP.A
19,Enbridge Inc.,TSE:ENB
20,Enbridge Ser 9 Pr,TSE:ENB.PF.A
21,Enbridge Ser 11 Pr,TSE:ENB.PF.C
22,Enbridge Ser 13 Pr,TSE:ENB.PF.E
23,Enbridge Ser 15 Pr,TSE:ENB.PF.G
24,Enbridge Ser L US Pr,TSE:ENB.PF.U
25,Enbridge Ser 5 US Pr,TSE:ENB.PF.V
26,Enbridge 5.50% Pr,TSE:ENB.PR.A
27,Enbridge Inc Sr B Pr,TSE:ENB.PR.B
28,Enbridge Inc Sr D Pr,TSE:ENB.PR.D
29,Enbridge Inc Sr F Pr,TSE:ENB.PR.F
30,Enbridge Inc Sr H Pr,TSE:ENB.PR.H
31,Enbridge Ser 7 Pr,TSE:ENB.PR.J
32,Enbridge Inc Sr N Pr,TSE:ENB.PR.N
33,Enbridge Inc Sr P Pr,TSE:ENB.PR.P
34,Enbridge Inc Sr R Pr,TSE:ENB.PR.T
35,Enbridge Sr J US Pr,TSE:ENB.PR.U
36,Enbridge Ser 1 US Pr,TSE:ENB.PR.V
37,Enbridge Ser 3 Pr,TSE:ENB.PR.Y
38,Enbridge Incm Hldgs,TSE:ENF
39,EnCana Corporation,TSE:ECA
40,,
1,Endeavour Mining Ord,TSE:EDV
2,Endeavour Silver J,TSE:EDR
3,Endo International plc,TSE:ENDP
4,EnerCare Inc.,TSE:ECI
5,EnerCare 6.25% Deb,TSE:ECI.DB
6,Enerflex Ltd.,TSE:EFX
7,Energizer Res Inc J,TSE:EGZ
8,Energy Credit Opp U,TSE:PCF.U
9,Energy Credit Opp A,TSE:PCF.UN
10,Energy Fuels Inc. J,TSE:EFR
11,Energy Fuels Deb J,TSE:EFR.DB
12,Energy Fuels Wt J,TSE:EFR.WT
13,Energy Income Fnd Un,TSE:ENI.UN
14,Energy Leaders Tr Un,TSE:HEN.UN
15,,
1,Energy Leadr+Incm Un,TSE:HPF
2,Energy Leadr+Incm US,TSE:HPF.U
3,Enerplus Corporation,TSE:ERF
4,Enghouse Systems Limited,TSE:ENGH
5,Ensign Engy Services,TSE:ESI
6,Enterprise Group Inc,TSE:E
7,ENTREC Corporation,TSE:ENT
8,ENTREC Corp. Deb,TSE:ENT.DB
9,Entree Gold Inc. J,TSE:ETG
10,Epsilon Energy Ltd J,TSE:EPS
11,Epsilon Engy Ltd DbJ,TSE:EPS.DB
12,Equitable Group Inc.,TSE:EQB
13,Equitable Grp Pr 3,TSE:EQB.PR.C
14,Eqty Financl Hldgs J,TSE:EQI
15,,
1,Erdene Res Dev J,TSE:ERD
2,Espial Group Inc. J,TSE:ESP
3,Essa Pharma Inc. J,TSE:EPI
4,Essential Energy Ltd,TSE:ESN
5,Etrion Corporation J,TSE:ETX
6,Euro Sun Mining J,TSE:ESM
7,Euromax Resources J,TSE:EOX
8,EU Bl-Chp DivGrow Un,TSE:EBC.UN
9,European Stratgc Bal,TSE:EBF.UN
10,Evertz Technologies,TSE:ET
11,,
1,exactEarth Ltd. J,TSE:XCT
2,Excel IndiaGrow Incm,TSE:EGI.UN
3,Excellon Resources J,TSE:EXN
4,Excellon Res Wt J,TSE:EXN.WT
5,Exchange Income Corp,TSE:EIF
6,Exchng Incm 5.5% Deb,TSE:EIF.DB.E
7,Exchng Incm 5.35 Deb,TSE:EIF.DB.F
8,Exchange Incm 6% Deb,TSE:EIF.DB.G
9,Exchng Incm 5.25% Db,TSE:EIF.DB.H
10,Exco Technologies,TSE:XTC
11,Exeter Resource J,TSE:XRC
12,EXFO Inc. SV,TSE:EXF
13,Extendicare Inc.,TSE:EXE
14,Extendicare 6% Deb,TSE:EXE.DB.B
15,,
1,Faircourt Gld Incm A,TSE:FGX
2,Faircourt Split 6%Pr,TSE:FCS.PR.C
3,Faircourt Splt Tr Un,TSE:FCS.UN
4,Fairfax Financial SV,TSE:FFH
5,Fairfax Fin Ser C Pr,TSE:FFH.PR.C
6,Fairfax Fin Ser D Pr,TSE:FFH.PR.D
7,Fairfax Fin Ser E Pr,TSE:FFH.PR.E
8,Fairfax Fin Ser F Pr,TSE:FFH.PR.F
9,Fairfax Fin Ser G Pr,TSE:FFH.PR.G
10,Fairfax Fin Ser H Pr,TSE:FFH.PR.H
11,Fairfax Fin Ser I Pr,TSE:FFH.PR.I
12,Fairfax Fin Ser J Pr,TSE:FFH.PR.J
13,Fairfax Fin Ser K Pr,TSE:FFH.PR.K
14,Fairfax Fin Ser M Pr,TSE:FFH.PR.M
15,Fairfax Fin SV USF,TSE:FFH.U
16,Fairfax India SV USF,TSE:FIH.U
17,Fennec Pharmaceut J,TSE:FRX
18,Fiera Capital A SV,TSE:FSZ
19,Financial 15 Splt A,TSE:FTN
20,Financial 15 Splt Pr,TSE:FTN.PR.A
21,Finning Int'l Inc.,TSE:FTT
22,Firan Tech Grp Corp.,TSE:FTG
23,Firm Cap Mtg Invest,TSE:FC
24,Firm Cap Mtg 5.75%Db,TSE:FC.DB.A
25,Firm Cap Mtg 5.4% Db,TSE:FC.DB.B
26,Firm Cap Mtg 5.25%Db,TSE:FC.DB.C
27,Firm Cap Mtg 4.75 Db,TSE:FC.DB.D
28,Firm Cap Mtg 5.3% Db,TSE:FC.DB.E
29,Firm Cap Mtg 5.5% Db,TSE:FC.DB.F
30,,
1,Foraco Int'l SA,TSE:FAR
2,Forsys Metals Corp J,TSE:FSY
3,Fortis Inc.,TSE:FTS
4,Fortis Inc. 1st Pr F,TSE:FTS.PR.F
5,Fortis Inc. 1st Pr G,TSE:FTS.PR.G
6,Fortis Inc. 1st Pr H,TSE:FTS.PR.H
7,Fortis Inc.1st Pr I,TSE:FTS.PR.I
8,Fortis Inc. 1st Pr J,TSE:FTS.PR.J
9,Fortis Inc. 1st Pr K,TSE:FTS.PR.K
10,Fortis Inc. 1st Pr M,TSE:FTS.PR.M
11,Fortress Paper Ltd A,TSE:FTP
12,Fortress Paper 6.5Db,TSE:FTP.DB
13,Fortress Paper 7% Db,TSE:FTP.DB.A
14,Fortuna Silver Mines,TSE:FVI
15,Fortune Minerals J,TSE:FT
16,FP Newspapers Inc.,TSE:FP
17,Franco-Nevada Corp.,TSE:FNV
18,Franco-Nevada Wt A,TSE:FNV.WT.A
19,Freegold Ventures J,TSE:FVL
20,Freehold Royalties,TSE:FRU
21,,
1,1stAst 1-5GvtStBndUn,TSE:BXF
2,1stAst 1-5GvtStBndAd,TSE:BXF.A
3,1st AsstActvCADiv Un,TSE:FDV
4,1st AsstActvCADiv Ad,TSE:FDV.A
5,1st AsstActvCredt Un,TSE:FAO
6,1st AstActvCrdtCA$Ad,TSE:FAO.A
7,1st AsstActvCredt US,TSE:FAO.U
8,1st AstActvCrdtUS$Ad,TSE:FAO.V
9,1st AstActUtilInfrUn,TSE:FAI
10,1st AstActUtilInfrAd,TSE:FAI.A
11,1st Asset CambgCA Eq,TSE:FCE
12,1st AssetCambrgUS Eq,TSE:FCY
13,1st AssetCambrgUSUnh,TSE:FCY.B
14,1stAsset EngyCall Un,TSE:OXF
15,1st AssetEngy Adv Un,TSE:OXF.A
16,1stAsset Material Un,TSE:MXF
17,1stAsst Materials Ad,TSE:MXF.A
18,1st Asset CA Buyback,TSE:FBE
19,1st Asset ConvBnd Un,TSE:CXF
20,1st Asst ConvBnd Adv,TSE:CXF.A
21,,
1,1st Asset CdnConv Un,TSE:ADC.UN
2,1st AssetCA DivLwVlt,TSE:FDL
3,1st Asset CdnREIT Un,TSE:RIT
4,1st AssetCdn REIT Ad,TSE:RIT.A
5,1st Ast CanBanc Incm,TSE:CIC
6,1stAst CoreBalncd Un,TSE:CBB
7,1stAssetCoreBlncd Ad,TSE:CBB.A
8,1st AstCoreCdn Eq Un,TSE:CED
9,1st AstCoreCdn Eq Ad,TSE:CED.A
10,First AsstCoreCdn Eq,TSE:CSY
11,1st AstCoreUSEqtC$Un,TSE:CES
12,1st AstCoreUSEq C$Ad,TSE:CES.A
13,1st AstCoreUSEqC$U-H,TSE:CES.B
14,1st AstCoreUSEqC$UHA,TSE:CES.D
15,1st AstCoreUS$U-H Un,TSE:CES.U
16,1st AstCoreUS$U-H Ad,TSE:CES.V
17,1st Asset Divers Un,TSE:DCD.UN
18,1st Asset EngyRes Un,TSE:TRF.UN
19,,
1,1stAstEngyGiantCovUn,TSE:NXF
2,1stAstEngyGiantCovAd,TSE:NXF.A
3,1stAstEngyGiatUnhgUn,TSE:NXF.B
4,1stAstEngyGiatUnhgAd,TSE:NXF.D
5,1stAst GlbFinSctr Un,TSE:FSF
6,1stAsst Glb MmtmCA-H,TSE:FGM
7,1stAsstGlbl MomentCl,TSE:FGL
8,1st Aset GlblValCA-h,TSE:FGV
9,1st Asset GlblVal Cl,TSE:FGU
10,1stAst HamCpEU ETFUn,TSE:FHB
11,1stAst HamCpEU ETFAd,TSE:FHB.A
12,1st Asset Inv Bnd Un,TSE:FIG
13,1st Asst LngDurFxdUn,TSE:FLB
14,1stAsst MornstrDiv30,TSE:DXM
15,1stAsst MornDiv30Adv,TSE:DXM.A
16,,
1,1stAsst MornMomnt Un,TSE:WXM
2,1stAsst MornMomentAd,TSE:WXM.A
3,1stAst MornCdaVal Un,TSE:FXM
4,1stAst MornCdaVal Ad,TSE:FXM.A
5,1stAst MornIntlMomUn,TSE:ZXM
6,1stAst MornIntlMomAd,TSE:ZXM.A
7,1stAst IntlMomUnhgUn,TSE:ZXM.B
8,1stAst IntlMomUhg Ad,TSE:ZXM.D
9,1stAsst MrnIntlValUn,TSE:VXM
10,1stAsst MrnIntlValAd,TSE:VXM.A
11,1stAst IntlValUnhgUn,TSE:VXM.B
12,1stAst IntlValUnhgAd,TSE:VXM.D
13,1stAsst MornstrNBkQC,TSE:QXM
14,1stAsst MornNBkQC Ad,TSE:QXM.A
15,1stAst MornUS Consmr,TSE:UCD.UN
16,1stAstUS Div50 Un,TSE:UXM
17,1stAstUS Div50 Ad Un,TSE:UXM.A
18,1stAstUS Dv50 UnhgUn,TSE:UXM.B
19,1stAstUS Div50UnhgAd,TSE:UXM.D
20,1st Ast US Moment Un,TSE:YXM
21,1st AstUSMmnt Adv Un,TSE:YXM.A
22,1st AstUSMmntUnhegUn,TSE:YXM.B
23,1st AstUSMmnt UnhgAd,TSE:YXM.D
24,1stAstMrnStrUSVal Un,TSE:XXM
25,1stAstMrnstrUSVal AD,TSE:XXM.A
26,1stAst MrnUS ValUnhg,TSE:XXM.B
27,1stAstMrnUSValUnhgAd,TSE:XXM.D
28,1st AstMSCI CdaLR Un,TSE:RWC
29,1st AstMSCI CdaLR Ad,TSE:RWC.A
30,,
1,1st AstMSCI Cda Qual,TSE:FQC
2,1stAst MSCI EurLR Un,TSE:RWE
3,1stAst MSCI EurLR Ad,TSE:RWE.A
4,1stAst EurLR Unhg Un,TSE:RWE.B
5,1stAst EurLR Unhg Ad,TSE:RWE.D
6,1st Ast MSCI USA Un,TSE:RWU
7,1st Ast MSCI USA Adv,TSE:RWU.A
8,1stAstMSCI USA Unheg,TSE:RWU.B
9,1st Ast USA Unheg Ad,TSE:RWU.D
10,1st AstMSCI World Un,TSE:RWW
11,1st AstMSCI Wrld Adv,TSE:RWW.A
12,1st AstMSCI WrldUnhg,TSE:RWW.B
13,1st AstMSCI WrlUnhgA,TSE:RWW.D
14,1st AsstNA AdvanConv,TSE:NCD.UN
15,1st Asst Pref Shr Un,TSE:FPR
16,1st Asset ProvBnd Un,TSE:PXF
17,1st Asset ProvBnd Ad,TSE:PXF.A
18,1stAsst ST GovtBndCl,TSE:FGB
19,1stAstTech Giants Un,TSE:TXF
20,1stAstTech Giant Adv,TSE:TXF.A
21,1st Ast US&CdaLifeco,TSE:FLI
22,1stAst US&CdaLfecoAd,TSE:FLI.A
23,,
1,1st Asset US Buyback,TSE:FBU
2,1st AssetUS EqMltFac,TSE:FUM
3,1st AssetUSTacSctrAl,TSE:FUT
4,First Capital Realty,TSE:FCR
5,First Cap Jan 5.4 Db,TSE:FCR.DB.E
6,First Cap Jan 5.25Db,TSE:FCR.DB.F
7,First Cap Jul 4.75Db,TSE:FCR.DB.I
8,First Cap Feb 4.45Db,TSE:FCR.DB.J
9,First Majestic J,TSE:FR
10,First Nat'l Fin Corp,TSE:FN
11,1st Natl Fin Sr 1 Pr,TSE:FN.PR.A
12,1st Natl Fin Sr 2 Pr,TSE:FN.PR.B
13,1st Natl MtgInvst Un,TSE:FNM.UN
14,First Quantum Mnrl J,TSE:FM
15,1st Tr AlphCdnDiv Un,TSE:FDY
16,1st Tr AlphCdnDiv Ad,TSE:FDY.A
17,1st Tr AlphEmrgMktUn,TSE:FDE
